,time,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,latitiude,longitude
474,2021-06-05,20.1,43.6,255,41.23023,111.91977
475,2021-06-06,15.2,33.6,215,41.23023,111.91977
476,2021-06-07,14.5,33.1,231,41.23023,111.91977
477,2021-06-08,8.5,25.3,72,41.23023,111.91977
478,2021-06-09,7.8,19.0,301,41.23023,111.91977
479,2021-06-10,16.3,35.6,180,41.23023,111.91977
480,2021-06-11,17.7,38.0,203,41.23023,111.91977
481,2021-06-12,19.0,40.3,181,41.23023,111.91977
482,2021-06-13,15.4,33.6,232,41.23023,111.91977
483,2021-06-14,12.3,26.6,1,41.23023,111.91977
484,2021-06-04,14.6,32.4,332,40.94903,111.92308
485,2021-06-05,13.2,28.6,340,40.94903,111.92308
486,2021-06-06,14.0,29.5,242,40.94903,111.92308
487,2021-06-07,15.5,31.3,229,40.94903,111.92308
488,2021-06-08,8.9,20.8,56,40.94903,111.92308
489,2021-06-09,6.7,19.2,206,40.94903,111.92308
490,2021-06-10,11.1,24.6,189,40.94903,111.92308
491,2021-06-11,13.7,29.5,212,40.94903,111.92308
492,2021-06-12,8.9,28.0,136,40.94903,111.92308
493,2021-06-13,7.0,20.1,221,40.94903,111.92308
494,2021-06-14,10.3,20.1,17,40.94903,111.92308
495,2021-06-15,9.3,20.1,253,40.667835,111.92634
496,2021-06-16,10.0,21.0,292,40.667835,111.92634
497,2021-06-17,15.5,29.8,274,40.667835,111.92634
498,2021-06-18,13.5,25.7,291,40.667835,111.92634
499,2021-06-19,15.9,31.1,324,40.667835,111.92634
500,2021-06-20,12.3,21.5,235,40.667835,111.92634
501,2021-06-21,7.0,13.9,123,40.667835,111.92634
502,2021-06-22,10.9,23.0,175,40.667835,111.92634
503,2021-06-23,9.8,21.9,99,40.667835,111.92634
504,2021-06-24,10.7,21.5,241,40.667835,111.92634
505,2021-06-25,12.8,23.5,222,40.667835,111.92634
506,2021-06-15,14.7,30.6,253,41.23023,111.91977
507,2021-06-16,18.0,38.3,318,41.23023,111.91977
508,2021-06-17,22.3,46.8,315,41.23023,111.91977
509,2021-06-18,20.4,45.6,306,41.23023,111.91977
510,2021-06-19,20.2,43.2,316,41.23023,111.91977
511,2021-06-20,15.3,34.2,305,41.23023,111.91977
512,2021-06-21,8.4,19.9,120,41.23023,111.91977
513,2021-06-22,10.1,24.8,185,41.23023,111.91977
514,2021-06-23,11.6,23.7,197,41.23023,111.91977
515,2021-06-24,14.5,35.6,212,41.23023,111.91977
516,2021-06-25,19.8,41.8,302,41.23023,111.91977
517,2021-06-15,8.8,18.1,215,40.94903,111.92308
518,2021-06-16,14.4,29.3,310,40.94903,111.92308
519,2021-06-17,14.5,28.9,313,40.94903,111.92308
520,2021-06-18,13.9,29.1,314,40.94903,111.92308
521,2021-06-19,14.9,30.4,321,40.94903,111.92308
522,2021-06-20,12.0,24.2,285,40.94903,111.92308
523,2021-06-21,11.7,22.4,52,40.94903,111.92308
524,2021-06-22,10.5,25.9,118,40.94903,111.92308
525,2021-06-23,5.2,18.6,119,40.94903,111.92308
526,2021-06-24,8.4,19.2,219,40.94903,111.92308
527,2021-06-25,12.5,25.3,287,40.94903,111.92308
528,2021-06-26,6.5,15.2,71,40.667835,111.92634
529,2021-06-27,6.3,14.3,120,40.667835,111.92634
530,2021-06-28,14.4,24.6,227,40.667835,111.92634
531,2021-06-29,15.3,28.2,241,40.667835,111.92634
532,2021-06-30,10.9,22.1,234,40.667835,111.92634
533,2021-07-01,18.5,34.4,179,40.667835,111.92634
534,2021-07-02,9.6,21.0,221,40.667835,111.92634
535,2021-07-03,8.3,20.8,29,40.667835,111.92634
536,2021-07-04,12.9,29.8,68,40.667835,111.92634
537,2021-07-05,9.3,30.4,43,40.667835,111.92634
538,2021-07-06,7.3,16.6,82,40.667835,111.92634
539,2021-06-26,12.5,27.3,23,41.23023,111.91977
540,2021-06-27,9.8,22.1,34,41.23023,111.91977
541,2021-06-28,17.5,37.1,246,41.23023,111.91977
542,2021-06-29,18.4,39.6,264,41.23023,111.91977
543,2021-06-30,16.5,37.1,266,41.23023,111.91977
544,2021-07-01,20.7,43.6,207,41.23023,111.91977
545,2021-07-02,13.8,32.2,211,41.23023,111.91977
546,2021-07-03,15.6,33.8,328,41.23023,111.91977
547,2021-07-04,13.3,36.9,145,41.23023,111.91977
548,2021-07-05,12.5,26.8,343,41.23023,111.91977
549,2021-07-06,8.1,22.1,33,41.23023,111.91977
550,2021-06-26,9.7,20.4,20,40.94903,111.92308
551,2021-06-27,7.3,15.0,13,40.94903,111.92308
552,2021-06-28,9.0,25.1,202,40.94903,111.92308
553,2021-06-29,12.6,28.2,272,40.94903,111.92308
554,2021-06-30,11.9,27.5,332,40.94903,111.92308
555,2021-07-01,15.2,31.5,199,40.94903,111.92308
556,2021-07-02,7.6,24.8,184,40.94903,111.92308
557,2021-07-03,11.0,25.7,333,40.94903,111.92308
558,2021-07-04,14.1,29.3,42,40.94903,111.92308
559,2021-07-05,7.6,29.8,17,40.94903,111.92308
560,2021-07-06,8.7,16.8,38,40.94903,111.92308
561,2021-07-07,5.7,17.0,119,40.667835,111.92634
562,2021-07-08,6.1,17.4,152,40.667835,111.92634
563,2021-07-09,7.1,11.9,138,40.667835,111.92634
564,2021-07-10,8.9,15.2,197,40.667835,111.92634
565,2021-07-11,8.7,18.8,79,40.667835,111.92634
566,2021-07-12,9.5,23.0,72,40.667835,111.92634
567,2021-07-13,6.3,13.4,195,40.667835,111.92634
568,2021-07-14,9.5,16.3,150,40.667835,111.92634
569,2021-07-15,12.6,30.0,116,40.667835,111.92634
570,2021-07-16,4.8,15.0,202,40.667835,111.92634
571,2021-07-17,4.7,11.2,128,40.667835,111.92634
572,2021-07-07,12.8,27.1,323,41.23023,111.91977
573,2021-07-08,14.3,30.4,283,41.23023,111.91977
574,2021-07-09,10.7,23.0,200,41.23023,111.91977
575,2021-07-10,14.0,30.2,217,41.23023,111.91977
576,2021-07-11,10.4,21.9,125,41.23023,111.91977
577,2021-07-12,11.9,25.9,359,41.23023,111.91977
578,2021-07-13,8.9,22.4,244,41.23023,111.91977
579,2021-07-14,9.6,21.9,190,41.23023,111.91977
580,2021-07-15,12.0,26.2,158,41.23023,111.91977
581,2021-07-16,7.6,20.8,281,41.23023,111.91977
582,2021-07-17,7.1,22.1,277,41.23023,111.91977
583,2021-07-07,10.5,22.6,73,40.94903,111.92308
584,2021-07-08,9.9,24.8,281,40.94903,111.92308
585,2021-07-09,6.8,17.0,95,40.94903,111.92308
586,2021-07-10,8.0,17.4,132,40.94903,111.92308
587,2021-07-11,8.9,19.2,63,40.94903,111.92308
588,2021-07-12,10.0,21.9,62,40.94903,111.92308
589,2021-07-13,8.9,21.3,206,40.94903,111.92308
590,2021-07-14,12.1,25.9,64,40.94903,111.92308
591,2021-07-15,11.2,23.7,66,40.94903,111.92308
592,2021-07-16,5.8,16.6,113,40.94903,111.92308
593,2021-07-17,5.5,14.8,168,40.94903,111.92308
594,2021-07-18,6.5,13.0,133,40.667835,111.92634
595,2021-07-19,10.4,18.1,149,40.667835,111.92634
596,2021-07-20,12.3,24.2,133,40.667835,111.92634
597,2021-07-21,10.7,22.6,136,40.667835,111.92634
598,2021-07-22,11.6,23.0,165,40.667835,111.92634
599,2021-07-23,9.6,19.5,199,40.667835,111.92634
600,2021-07-24,15.2,28.4,201,40.667835,111.92634
601,2021-07-25,10.9,26.4,227,40.667835,111.92634
602,2021-07-26,12.4,21.7,34,40.667835,111.92634
603,2021-07-27,10.3,20.6,94,40.667835,111.92634
604,2021-07-28,5.4,13.2,127,40.667835,111.92634
605,2021-07-18,9.2,20.6,113,41.23023,111.91977
606,2021-07-19,11.1,23.9,185,41.23023,111.91977
607,2021-07-20,18.1,38.7,163,41.23023,111.91977
608,2021-07-21,15.0,32.2,163,41.23023,111.91977
609,2021-07-22,15.3,32.7,183,41.23023,111.91977
610,2021-07-23,9.7,22.6,201,41.23023,111.91977
611,2021-07-24,18.4,38.5,193,41.23023,111.91977
612,2021-07-25,21.1,45.0,218,41.23023,111.91977
613,2021-07-26,11.9,24.8,53,41.23023,111.91977
614,2021-07-27,7.8,17.7,113,41.23023,111.91977
615,2021-07-28,6.8,17.2,193,41.23023,111.91977
616,2021-07-18,12.1,24.2,62,40.94903,111.92308
617,2021-07-19,6.1,17.4,158,40.94903,111.92308
618,2021-07-20,12.5,27.1,136,40.94903,111.92308
619,2021-07-21,10.9,25.3,134,40.94903,111.92308
620,2021-07-22,10.4,23.3,153,40.94903,111.92308
621,2021-07-23,8.3,19.2,189,40.94903,111.92308
622,2021-07-24,8.3,20.1,189,40.94903,111.92308
623,2021-07-25,7.8,28.0,194,40.94903,111.92308
624,2021-07-26,11.3,22.4,46,40.94903,111.92308
625,2021-07-27,8.5,17.4,60,40.94903,111.92308
626,2021-07-28,6.2,14.3,66,40.94903,111.92308
627,2021-07-29,5.8,13.6,108,40.667835,111.92634
628,2021-07-30,12.5,25.9,19,40.667835,111.92634
629,2021-07-31,14.3,25.1,19,40.667835,111.92634
630,2021-08-01,11.3,23.0,57,40.667835,111.92634
631,2021-08-02,11.9,20.1,123,40.667835,111.92634
632,2021-08-03,8.3,18.6,220,40.667835,111.92634
633,2021-08-04,8.3,17.7,137,40.667835,111.92634
634,2021-08-05,10.6,17.4,40,40.667835,111.92634
635,2021-08-06,5.5,10.3,126,40.667835,111.92634
636,2021-08-07,12.0,21.7,168,40.667835,111.92634
637,2021-08-08,8.1,19.7,227,40.667835,111.92634
638,2021-07-29,12.0,26.4,338,41.23023,111.91977
639,2021-07-30,15.3,33.1,350,41.23023,111.91977
640,2021-07-31,17.3,36.5,6,41.23023,111.91977
641,2021-08-01,14.3,33.6,63,41.23023,111.91977
642,2021-08-02,7.9,18.6,193,41.23023,111.91977
643,2021-08-03,18.8,39.6,232,41.23023,111.91977
644,2021-08-04,16.9,39.6,303,41.23023,111.91977
645,2021-08-05,12.8,28.0,338,41.23023,111.91977
646,2021-08-06,10.1,22.8,177,41.23023,111.91977
647,2021-08-07,12.4,27.3,192,41.23023,111.91977
648,2021-08-08,11.1,29.3,247,41.23023,111.91977
649,2021-07-29,8.8,18.8,341,40.94903,111.92308
650,2021-07-30,12.0,25.5,353,40.94903,111.92308
651,2021-07-31,12.6,26.2,10,40.94903,111.92308
652,2021-08-01,9.8,22.1,44,40.94903,111.92308
653,2021-08-02,6.2,15.0,72,40.94903,111.92308
654,2021-08-03,5.4,14.8,205,40.94903,111.92308
655,2021-08-04,9.0,19.0,341,40.94903,111.92308
656,2021-08-05,9.3,19.5,345,40.94903,111.92308
657,2021-08-06,9.0,20.8,99,40.94903,111.92308
658,2021-08-07,8.6,19.0,81,40.94903,111.92308
659,2021-08-08,6.6,19.7,195,40.94903,111.92308
660,2021-08-09,6.7,12.1,31,40.667835,111.92634
661,2021-08-10,6.0,11.0,68,40.667835,111.92634
662,2021-08-11,6.0,11.9,204,40.667835,111.92634
663,2021-08-12,7.2,12.5,203,40.667835,111.92634
664,2021-08-13,7.8,18.3,216,40.667835,111.92634
665,2021-08-14,8.6,19.9,177,40.667835,111.92634
666,2021-08-15,6.2,15.0,203,40.667835,111.92634
667,2021-08-16,6.5,13.6,194,40.667835,111.92634
668,2021-08-17,12.0,21.9,183,40.667835,111.92634
669,2021-08-18,7.8,15.9,236,40.667835,111.92634
670,2021-08-19,7.6,17.2,54,40.667835,111.92634
671,2021-08-09,14.4,31.3,336,41.23023,111.91977
672,2021-08-10,10.1,22.4,24,41.23023,111.91977
673,2021-08-11,7.6,17.0,225,41.23023,111.91977
674,2021-08-12,7.0,14.3,215,41.23023,111.91977
675,2021-08-13,12.2,28.4,202,41.23023,111.91977
676,2021-08-14,11.3,27.3,195,41.23023,111.91977
677,2021-08-15,8.0,20.1,228,41.23023,111.91977
678,2021-08-16,6.5,16.3,239,41.23023,111.91977
679,2021-08-17,15.8,33.8,184,41.23023,111.91977
680,2021-08-18,18.8,39.8,218,41.23023,111.91977
681,2021-08-19,10.6,22.8,329,41.23023,111.91977
682,2021-08-09,10.2,21.0,342,40.94903,111.92308
683,2021-08-10,11.0,21.5,22,40.94903,111.92308
684,2021-08-11,6.1,15.9,193,40.94903,111.92308
685,2021-08-12,6.7,15.4,186,40.94903,111.92308
686,2021-08-13,8.2,21.5,185,40.94903,111.92308
687,2021-08-14,10.0,22.4,153,40.94903,111.92308
688,2021-08-15,6.9,17.0,180,40.94903,111.92308
689,2021-08-16,6.8,15.7,35,40.94903,111.92308
690,2021-08-17,11.5,22.4,91,40.94903,111.92308
691,2021-08-18,9.1,19.7,186,40.94903,111.92308
692,2021-08-19,7.1,19.7,313,40.94903,111.92308
693,2021-08-20,6.0,11.4,79,40.667835,111.92634
694,2021-08-21,15.0,25.9,218,40.667835,111.92634
695,2021-08-22,9.8,27.7,201,40.667835,111.92634
696,2021-08-23,13.6,27.7,249,40.667835,111.92634
697,2021-08-24,15.4,28.0,270,40.667835,111.92634
698,2021-08-25,14.9,27.1,305,40.667835,111.92634
699,2021-08-26,13.2,26.2,32,40.667835,111.92634
700,2021-08-27,4.9,11.4,75,40.667835,111.92634
701,2021-08-28,6.0,15.4,90,40.667835,111.92634
702,2021-08-29,7.7,17.9,142,40.667835,111.92634
703,2021-08-30,5.2,11.6,189,40.667835,111.92634
704,2021-08-20,10.0,22.4,303,41.23023,111.91977
705,2021-08-21,17.3,39.1,230,41.23023,111.91977
706,2021-08-22,16.4,35.3,275,41.23023,111.91977
707,2021-08-23,19.2,43.0,268,41.23023,111.91977
708,2021-08-24,24.6,49.9,307,41.23023,111.91977
709,2021-08-25,21.4,44.3,300,41.23023,111.91977
710,2021-08-26,14.8,37.6,328,41.23023,111.91977
711,2021-08-27,9.7,21.7,356,41.23023,111.91977
712,2021-08-28,7.2,17.4,129,41.23023,111.91977
713,2021-08-29,8.1,18.6,206,41.23023,111.91977
714,2021-08-30,8.4,19.5,213,41.23023,111.91977
715,2021-08-20,10.0,19.5,10,40.94903,111.92308
716,2021-08-21,8.4,19.0,198,40.94903,111.92308
717,2021-08-22,11.1,23.3,34,40.94903,111.92308
718,2021-08-23,13.8,34.4,293,40.94903,111.92308
719,2021-08-24,16.5,33.3,281,40.94903,111.92308
720,2021-08-25,17.1,35.3,306,40.94903,111.92308
721,2021-08-26,13.0,29.5,344,40.94903,111.92308
722,2021-08-27,8.4,18.8,9,40.94903,111.92308
723,2021-08-28,7.8,15.4,53,40.94903,111.92308
724,2021-08-29,7.0,16.6,98,40.94903,111.92308
725,2021-08-30,6.5,17.4,127,40.94903,111.92308
726,2021-08-31,6.8,18.6,190,40.667835,111.92634
727,2021-09-01,9.3,19.5,224,40.667835,111.92634
728,2021-09-02,10.1,24.4,179,40.667835,111.92634
729,2021-09-03,10.4,17.9,185,40.667835,111.92634
730,2021-09-04,6.8,15.4,34,40.667835,111.92634
731,2021-09-05,6.5,12.1,355,40.667835,111.92634
732,2021-09-06,14.0,26.6,225,40.667835,111.92634
733,2021-09-07,15.9,34.0,227,40.667835,111.92634
734,2021-09-08,9.4,19.7,227,40.667835,111.92634
735,2021-09-09,12.1,23.9,1,40.667835,111.92634
736,2021-09-10,6.6,13.2,149,40.667835,111.92634
737,2021-08-31,8.1,19.2,203,41.23023,111.91977
738,2021-09-01,11.2,33.6,204,41.23023,111.91977
739,2021-09-02,15.7,33.3,343,41.23023,111.91977
740,2021-09-03,7.3,18.3,213,41.23023,111.91977
741,2021-09-04,10.4,20.8,320,41.23023,111.91977
742,2021-09-05,9.3,21.9,358,41.23023,111.91977
743,2021-09-06,14.6,32.2,216,41.23023,111.91977
744,2021-09-07,18.0,44.1,236,41.23023,111.91977
745,2021-09-08,16.8,35.8,276,41.23023,111.91977
746,2021-09-09,16.8,36.5,257,41.23023,111.91977
747,2021-09-10,13.3,29.5,208,41.23023,111.91977
748,2021-08-31,5.8,17.7,210,40.94903,111.92308
749,2021-09-01,8.1,19.5,210,40.94903,111.92308
750,2021-09-02,8.2,19.9,36,40.94903,111.92308
751,2021-09-03,6.7,16.3,144,40.94903,111.92308
752,2021-09-04,10.5,20.1,8,40.94903,111.92308
753,2021-09-05,6.2,14.5,28,40.94903,111.92308
754,2021-09-06,10.2,22.1,208,40.94903,111.92308
755,2021-09-07,12.0,28.0,208,40.94903,111.92308
756,2021-09-08,11.5,24.6,339,40.94903,111.92308
757,2021-09-09,11.6,25.3,351,40.94903,111.92308
758,2021-09-10,9.2,20.1,73,40.94903,111.92308
759,2021-09-11,13.3,28.0,191,40.667835,111.92634
760,2021-09-12,12.2,25.5,84,40.667835,111.92634
761,2021-09-13,12.3,21.9,134,40.667835,111.92634
762,2021-09-14,10.0,17.7,212,40.667835,111.92634
763,2021-09-15,9.0,17.9,37,40.667835,111.92634
764,2021-09-16,7.8,17.7,92,40.667835,111.92634
765,2021-09-17,6.3,14.1,167,40.667835,111.92634
766,2021-09-18,7.8,13.4,199,40.667835,111.92634
767,2021-09-19,6.5,21.0,174,40.667835,111.92634
768,2021-09-20,8.9,25.1,231,40.667835,111.92634
769,2021-09-21,8.1,23.5,192,40.667835,111.92634
770,2021-09-11,17.1,37.8,187,41.23023,111.91977
771,2021-09-12,15.3,36.7,186,41.23023,111.91977
772,2021-09-13,16.3,35.6,158,41.23023,111.91977
773,2021-09-14,17.3,39.4,200,41.23023,111.91977
774,2021-09-15,14.0,30.6,12,41.23023,111.91977
775,2021-09-16,8.7,20.8,124,41.23023,111.91977
776,2021-09-17,9.8,21.3,241,41.23023,111.91977
777,2021-09-18,7.9,17.7,177,41.23023,111.91977
778,2021-09-19,13.2,32.2,217,41.23023,111.91977
779,2021-09-20,17.9,38.3,314,41.23023,111.91977
780,2021-09-21,17.5,44.3,248,41.23023,111.91977
781,2021-09-11,10.1,29.8,155,40.94903,111.92308
782,2021-09-12,12.1,31.5,28,40.94903,111.92308
783,2021-09-13,9.7,20.8,95,40.94903,111.92308
784,2021-09-14,9.3,20.8,218,40.94903,111.92308
785,2021-09-15,9.1,20.1,48,40.94903,111.92308
786,2021-09-16,7.2,17.9,53,40.94903,111.92308
787,2021-09-17,7.0,17.0,329,40.94903,111.92308
788,2021-09-18,4.6,11.4,121,40.94903,111.92308
789,2021-09-19,7.6,25.3,201,40.94903,111.92308
790,2021-09-20,10.5,26.4,280,40.94903,111.92308
791,2021-09-21,12.3,27.7,354,40.94903,111.92308
792,2021-09-22,9.1,17.2,213,40.667835,111.92634
793,2021-09-23,6.5,13.2,148,40.667835,111.92634
794,2021-09-24,9.9,20.1,121,40.667835,111.92634
795,2021-09-25,11.5,20.1,155,40.667835,111.92634
796,2021-09-26,7.6,18.8,216,40.667835,111.92634
797,2021-09-27,11.1,22.4,225,40.667835,111.92634
798,2021-09-28,12.5,26.4,293,40.667835,111.92634
799,2021-09-29,11.2,21.7,246,40.667835,111.92634
800,2021-09-30,10.0,21.0,10,40.667835,111.92634
801,2021-10-01,11.6,23.0,225,40.667835,111.92634
802,2021-10-02,17.1,31.1,172,40.667835,111.92634
803,2021-09-22,12.3,31.8,216,41.23023,111.91977
804,2021-09-23,9.9,21.7,167,41.23023,111.91977
805,2021-09-24,14.4,31.1,164,41.23023,111.91977
806,2021-09-25,13.4,30.4,190,41.23023,111.91977
807,2021-09-26,15.1,31.5,226,41.23023,111.91977
808,2021-09-27,13.5,31.8,203,41.23023,111.91977
809,2021-09-28,14.1,37.4,245,41.23023,111.91977
810,2021-09-29,14.4,36.0,289,41.23023,111.91977
811,2021-09-30,18.1,37.8,303,41.23023,111.91977
812,2021-10-01,20.3,47.2,232,41.23023,111.91977
813,2021-10-02,17.7,44.3,321,41.23023,111.91977
814,2021-09-22,6.1,15.2,98,40.94903,111.92308
815,2021-09-23,6.2,15.0,106,40.94903,111.92308
816,2021-09-24,9.3,20.6,94,40.94903,111.92308
817,2021-09-25,10.3,20.4,139,40.94903,111.92308
818,2021-09-26,7.1,22.4,185,40.94903,111.92308
819,2021-09-27,7.1,17.9,188,40.94903,111.92308
820,2021-09-28,10.7,28.2,354,40.94903,111.92308
821,2021-09-29,10.9,22.4,338,40.94903,111.92308
822,2021-09-30,12.3,23.7,11,40.94903,111.92308
823,2021-10-01,10.5,29.3,305,40.94903,111.92308
824,2021-10-02,12.8,26.4,24,40.94903,111.92308
825,2021-10-03,13.2,24.8,41,40.667835,111.92634
826,2021-10-04,10.6,19.2,74,40.667835,111.92634
827,2021-10-05,6.5,13.9,90,40.667835,111.92634
828,2021-10-06,6.7,14.3,190,40.667835,111.92634
829,2021-10-07,6.1,13.9,192,40.667835,111.92634
830,2021-10-08,10.8,19.2,240,40.667835,111.92634
831,2021-10-09,11.4,21.9,277,40.667835,111.92634
832,2021-10-10,6.1,15.4,182,40.667835,111.92634
833,2021-10-11,7.4,13.4,146,40.667835,111.92634
834,2021-10-12,12.1,21.3,237,40.667835,111.92634
835,2021-10-13,9.0,17.9,234,40.667835,111.92634
836,2021-10-03,13.8,30.0,34,41.23023,111.91977
837,2021-10-04,14.8,30.6,77,41.23023,111.91977
838,2021-10-05,12.5,27.7,134,41.23023,111.91977
839,2021-10-06,10.9,22.8,314,41.23023,111.91977
840,2021-10-07,15.0,32.9,189,41.23023,111.91977
841,2021-10-08,17.2,37.4,219,41.23023,111.91977
842,2021-10-09,18.1,38.5,305,41.23023,111.91977
843,2021-10-10,13.4,30.6,230,41.23023,111.91977
844,2021-10-11,15.1,32.9,169,41.23023,111.91977
845,2021-10-12,14.6,32.0,207,41.23023,111.91977
846,2021-10-13,15.7,32.2,266,41.23023,111.91977
847,2021-10-03,13.6,27.3,36,40.94903,111.92308
848,2021-10-04,12.0,24.8,53,40.94903,111.92308
849,2021-10-05,10.8,22.4,86,40.94903,111.92308
850,2021-10-06,7.1,14.8,108,40.94903,111.92308
851,2021-10-07,6.8,16.3,202,40.94903,111.92308
852,2021-10-08,15.2,29.8,259,40.94903,111.92308
853,2021-10-09,15.2,31.5,297,40.94903,111.92308
854,2021-10-10,10.0,21.9,360,40.94903,111.92308
855,2021-10-11,5.3,13.0,57,40.94903,111.92308
856,2021-10-12,8.4,16.1,228,40.94903,111.92308
857,2021-10-13,8.0,17.7,214,40.94903,111.92308
858,2021-10-14,10.2,18.8,322,40.667835,111.92634
859,2021-10-15,10.1,18.6,27,40.667835,111.92634
860,2021-10-16,6.5,13.0,212,40.667835,111.92634
861,2021-10-17,7.4,13.6,226,40.667835,111.92634
862,2021-10-18,11.6,20.1,29,40.667835,111.92634
863,2021-10-19,6.5,13.4,142,40.667835,111.92634
864,2021-10-20,12.8,22.8,345,40.667835,111.92634
865,2021-10-21,10.7,19.9,41,40.667835,111.92634
866,2021-10-22,6.8,13.6,139,40.667835,111.92634
867,2021-10-23,6.6,15.0,213,40.667835,111.92634
868,2021-10-24,8.1,16.8,226,40.667835,111.92634
869,2021-10-14,17.6,35.6,336,41.23023,111.91977
870,2021-10-15,14.3,30.4,359,41.23023,111.91977
871,2021-10-16,11.2,24.4,272,41.23023,111.91977
872,2021-10-17,14.0,29.1,273,41.23023,111.91977
873,2021-10-18,14.6,29.5,36,41.23023,111.91977
874,2021-10-19,10.0,21.7,271,41.23023,111.91977
875,2021-10-20,14.1,28.9,341,41.23023,111.91977
876,2021-10-21,13.7,29.1,350,41.23023,111.91977
877,2021-10-22,13.7,28.9,192,41.23023,111.91977
878,2021-10-23,13.4,28.6,223,41.23023,111.91977
879,2021-10-24,12.5,25.9,252,41.23023,111.91977
880,2021-10-14,16.0,31.1,356,40.94903,111.92308
881,2021-10-15,9.9,20.8,28,40.94903,111.92308
882,2021-10-16,6.3,16.8,240,40.94903,111.92308
883,2021-10-17,10.0,20.6,7,40.94903,111.92308
884,2021-10-18,11.0,21.0,31,40.94903,111.92308
885,2021-10-19,7.8,16.3,15,40.94903,111.92308
886,2021-10-20,13.1,25.7,357,40.94903,111.92308
887,2021-10-21,9.5,20.4,11,40.94903,111.92308
888,2021-10-22,7.0,16.6,49,40.94903,111.92308
889,2021-10-23,8.4,18.3,99,40.94903,111.92308
890,2021-10-24,7.5,17.4,142,40.94903,111.92308
891,2021-10-25,10.6,19.5,269,40.667835,111.92634
892,2021-10-26,6.0,10.1,143,40.667835,111.92634
893,2021-10-27,5.9,11.6,207,40.667835,111.92634
894,2021-10-28,8.3,20.8,203,40.667835,111.92634
895,2021-10-29,10.8,21.3,220,40.667835,111.92634
896,2021-10-30,10.7,19.2,1,40.667835,111.92634
897,2021-10-31,6.8,11.6,195,40.667835,111.92634
898,2021-11-01,10.7,20.8,236,40.667835,111.92634
899,2021-11-02,13.6,25.3,238,40.667835,111.92634
900,2021-11-03,14.4,25.7,239,40.667835,111.92634
901,2021-11-04,7.5,11.2,150,40.667835,111.92634
902,2021-10-25,14.8,30.0,329,41.23023,111.91977
903,2021-10-26,8.0,19.2,272,41.23023,111.91977
904,2021-10-27,8.7,18.8,214,41.23023,111.91977
905,2021-10-28,12.9,26.6,212,41.23023,111.91977
906,2021-10-29,14.0,29.1,284,41.23023,111.91977
907,2021-10-30,15.0,30.4,341,41.23023,111.91977
908,2021-10-31,9.7,21.3,213,41.23023,111.91977
909,2021-11-01,20.2,39.8,226,41.23023,111.91977
910,2021-11-02,25.1,48.8,263,41.23023,111.91977
911,2021-11-03,24.9,50.8,234,41.23023,111.91977
912,2021-11-04,16.0,33.3,191,41.23023,111.91977
913,2021-10-25,10.5,22.1,1,40.94903,111.92308
914,2021-10-26,8.8,16.8,6,40.94903,111.92308
915,2021-10-27,7.0,14.8,28,40.94903,111.92308
916,2021-10-28,7.3,17.0,154,40.94903,111.92308
917,2021-10-29,10.5,20.6,317,40.94903,111.92308
918,2021-10-30,11.9,23.7,351,40.94903,111.92308
919,2021-10-31,6.7,17.4,55,40.94903,111.92308
920,2021-11-01,8.1,17.4,217,40.94903,111.92308
921,2021-11-02,12.8,25.1,233,40.94903,111.92308
922,2021-11-03,11.7,23.5,166,40.94903,111.92308
923,2021-11-04,6.9,16.3,48,40.94903,111.92308
924,2021-11-05,12.5,25.3,337,40.667835,111.92634
925,2021-11-06,11.7,22.1,324,40.667835,111.92634
926,2021-11-07,13.0,23.9,277,40.667835,111.92634
927,2021-11-08,9.7,18.3,248,40.667835,111.92634
928,2021-11-09,10.6,19.2,267,40.667835,111.92634
929,2021-11-10,9.4,17.0,285,40.667835,111.92634
930,2021-11-11,8.4,17.0,245,40.667835,111.92634
931,2021-11-12,9.2,17.9,219,40.667835,111.92634
932,2021-11-13,9.7,18.8,212,40.667835,111.92634
933,2021-11-14,9.7,19.5,186,40.667835,111.92634
934,2021-11-15,5.5,13.0,193,40.667835,111.92634
935,2021-11-05,16.8,33.3,346,41.23023,111.91977
936,2021-11-06,17.0,33.3,335,41.23023,111.91977
937,2021-11-07,16.8,33.1,318,41.23023,111.91977
938,2021-11-08,21.3,43.0,317,41.23023,111.91977
939,2021-11-09,20.9,43.6,327,41.23023,111.91977
940,2021-11-10,14.2,29.8,321,41.23023,111.91977
941,2021-11-11,14.8,31.3,305,41.23023,111.91977
942,2021-11-12,13.4,28.4,286,41.23023,111.91977
943,2021-11-13,13.3,28.2,278,41.23023,111.91977
944,2021-11-14,8.5,19.7,226,41.23023,111.91977
945,2021-11-15,10.4,22.6,208,41.23023,111.91977
946,2021-11-05,20.2,39.4,1,40.94903,111.92308
947,2021-11-06,11.2,23.7,341,40.94903,111.92308
948,2021-11-07,13.3,25.7,295,40.94903,111.92308
949,2021-11-08,10.9,23.0,301,40.94903,111.92308
950,2021-11-09,10.9,22.6,294,40.94903,111.92308
951,2021-11-10,13.4,28.4,324,40.94903,111.92308
952,2021-11-11,12.7,24.8,281,40.94903,111.92308
953,2021-11-12,8.4,17.9,148,40.94903,111.92308
954,2021-11-13,8.1,17.9,112,40.94903,111.92308
