,county,longitude,latitude,category
546,Salt Lake County,-111.95312928917433,40.61246813422245,orange
547,Salt Lake County,-111.93446039278332,40.63395648017153,green
548,Salt Lake County,-111.93347561232922,40.627240841867284,orange
549,Salt Lake County,-111.93389998005493,40.613501595405225,green
550,Salt Lake County,-111.93406641681399,40.6207776306345,green
551,Salt Lake County,-111.97430151598697,40.602002285681415,green
552,Salt Lake County,-111.97024323372646,40.60092608034812,orange
553,Salt Lake County,-111.97831348163811,40.6045737755023,green
554,Salt Lake County,-111.94932748873683,40.60534582484785,green
555,Salt Lake County,-111.96276580457413,40.60342979003874,green
556,Salt Lake County,-111.93401403210542,40.586279562004826,orange
557,Salt Lake County,-111.93393459541977,40.60079433614042,green
558,Salt Lake County,-111.94346169201039,40.584106050891975,orange
559,Salt Lake County,-111.94605114884156,40.5958443312615,blue
560,Salt Lake County,-111.96446360278156,40.58423165198585,blue
561,Salt Lake County,-111.95301410745056,40.58746767376248,green
562,Salt Lake County,-111.9650112580127,40.59238702830637,green
563,Salt Lake County,-111.99777982236763,40.57555706019863,green
564,Salt Lake County,-111.99513649744348,40.569491918268184,blue
565,Salt Lake County,-111.96254237298346,40.57688510957739,blue
566,Salt Lake County,-111.96252898479979,40.56780171685381,blue
567,Salt Lake County,-111.9722655909928,40.57324788228662,blue
568,Salt Lake County,-111.98180133801067,40.573304559506674,blue
569,Salt Lake County,-111.95291767654926,40.56729478125651,green
570,Salt Lake County,-111.94343186459301,40.57141792628465,blue
571,Salt Lake County,-111.93389398273844,40.57139141340386,green
572,Salt Lake County,-111.95312081994956,40.57655199591907,blue
573,Salt Lake County,-111.95296732432597,40.553258152688926,blue
574,Salt Lake County,-111.94481425102109,40.54908306379096,blue
575,Salt Lake County,-111.93395779305898,40.55114854159324,green
576,Salt Lake County,-111.92051879011333,40.56814512489174,blue
577,Salt Lake County,-111.92104209520433,40.549949931430234,blue
578,Salt Lake County,-111.98174643772535,40.529522518525724,blue
579,Salt Lake County,-111.9640709940627,40.52974103519244,blue
580,Salt Lake County,-111.95324701346055,40.53138524004064,green
581,Salt Lake County,-111.94358803558208,40.53030181084287,blue
582,Salt Lake County,-111.9801364179485,40.51106341481044,blue
583,Salt Lake County,-111.9628259193511,40.51248931830667,blue
584,Salt Lake County,-111.95344064286854,40.51861705596214,blue
585,Salt Lake County,-111.94386855930985,40.51836695964803,orange
586,Salt Lake County,-111.9482739155115,40.51122706823997,green
587,Salt Lake County,-111.94835110244594,40.50413569551979,green
588,Salt Lake County,-111.96976094791539,40.5495614527555,blue
589,Salt Lake County,-111.99405724378624,40.551567594709354,blue
590,Salt Lake County,-112.00148674915216,40.59899454190348,blue
591,Salt Lake County,-111.99318725570953,40.597362400655,green
592,Salt Lake County,-111.98316984642307,40.59915863635084,orange
593,Salt Lake County,-111.99955763408735,40.590643405031884,blue
594,Salt Lake County,-111.9941468091951,40.58305022736362,blue
595,Salt Lake County,-111.97957436824083,40.586223072307035,green
596,Salt Lake County,-112.12885780342486,40.54461726064969,green
597,Salt Lake County,-112.0976234797733,40.49098365334249,green
598,Salt Lake County,-112.02015209528793,40.527485700990844,green
599,Salt Lake County,-112.01918757607693,40.49777754297101,blue
600,Salt Lake County,-112.01900821782905,40.51014704223314,blue
601,Salt Lake County,-112.01536433895046,40.59431151049365,green
602,Salt Lake County,-112.00998137185123,40.59181105687302,blue
603,Salt Lake County,-111.93037013867995,40.719353757571824,red
604,Salt Lake County,-111.93205473082004,40.706405238356176,green
605,Salt Lake County,-111.94611849707728,40.71401615911827,red
606,Salt Lake County,-111.94588581601079,40.70033159367823,orange
607,Salt Lake County,-111.94445224221586,40.69117780505339,orange
608,Salt Lake County,-111.94216852283358,40.68586531639819,red
