,OBJECTID,GEOID,county,Tract,Low,Lowmod,Lowmod_pct,category,geometry,longitude,latitude,County_encoded,category_encoded
377,199530,490351116002,Salt Lake County,111600,740,825,0.5205,orange,POINT (-111.90230544192778 40.68377473000292),-111.90230544192778,40.68377473000292,1,2
378,199531,490351116003,Salt Lake County,111600,520,855,0.6759,orange,POINT (-111.91708913063755 40.693130311367156),-111.91708913063755,40.693130311367156,1,2
379,199532,490351116004,Salt Lake County,111600,935,1410,0.9156,red,POINT (-111.90677627315462 40.693605984299396),-111.90677627315462,40.693605984299396,1,3
380,199533,490351117011,Salt Lake County,111701,640,880,0.9119,red,POINT (-111.88562951630279 40.69066812565755),-111.88562951630279,40.69066812565755,1,3
381,199534,490351117012,Salt Lake County,111701,1320,2205,0.6901,orange,POINT (-111.87986449725568 40.69346995268415),-111.87986449725568,40.69346995268415,1,2
382,199535,490351117013,Salt Lake County,111701,1075,1445,0.7298,orange,POINT (-111.88537468319072 40.69702443111476),-111.88537468319072,40.69702443111476,1,2
383,199536,490351117021,Salt Lake County,111702,140,530,0.4417,green,POINT (-111.87416416656343 40.693473241729585),-111.87416416656343,40.693473241729585,1,1
384,199537,490351117022,Salt Lake County,111702,715,815,0.6878,orange,POINT (-111.88561446634439 40.7028193853893),-111.88561446634439,40.7028193853893,1,2
385,199538,490351117023,Salt Lake County,111702,420,930,0.6327,orange,POINT (-111.87409435979257 40.704133165735705),-111.87409435979257,40.704133165735705,1,2
386,199539,490351117024,Salt Lake County,111702,530,610,0.7771,red,POINT (-111.87984256019352 40.702429720013356),-111.87984256019352,40.702429720013356,1,3
387,199540,490351118011,Salt Lake County,111801,325,580,0.4099,green,POINT (-111.85692112256845 40.69349178605257),-111.85692112256845,40.69349178605257,1,1
388,199541,490351118012,Salt Lake County,111801,935,1345,0.5978,orange,POINT (-111.86843293598871 40.693456735233624),-111.86843293598871,40.693456735233624,1,2
389,199542,490351118013,Salt Lake County,111801,355,1130,0.7434,orange,POINT (-111.86264679535542 40.69350642878728),-111.86264679535542,40.69350642878728,1,2
390,199543,490351118021,Salt Lake County,111802,650,875,0.6076,orange,POINT (-111.86882399150204 40.70452667539068),-111.86882399150204,40.70452667539068,1,2
391,199544,490351118022,Salt Lake County,111802,370,555,0.5842,orange,POINT (-111.85853175531778 40.70266403463261),-111.85853175531778,40.70266403463261,1,2
392,199545,490351119031,Salt Lake County,111903,395,810,0.4263,green,POINT (-111.86847501193076 40.68068411812116),-111.86847501193076,40.68068411812116,1,1
393,199546,490351119032,Salt Lake County,111903,130,560,0.5926,orange,POINT (-111.85698056729422 40.680671898930576),-111.85698056729422,40.680671898930576,1,2
394,199547,490351119033,Salt Lake County,111903,405,775,0.5496,orange,POINT (-111.8626946782923 40.680711554280286),-111.8626946782923,40.680711554280286,1,2
395,199548,490351119041,Salt Lake County,111904,235,335,0.3641,green,POINT (-111.86823792477031 40.67049129618351),-111.86823792477031,40.67049129618351,1,1
396,199549,490351119042,Salt Lake County,111904,385,710,0.4814,green,POINT (-111.85928371679897 40.67161983718675),-111.85928371679897,40.67161983718675,1,1
397,199550,490351119043,Salt Lake County,111904,365,610,0.581,orange,POINT (-111.86058285736776 40.66756922506466),-111.86058285736776,40.66756922506466,1,2
398,199551,490351119051,Salt Lake County,111905,535,900,0.6545,orange,POINT (-111.87476876157815 40.67105247449838),-111.87476876157815,40.67105247449838,1,2
399,199552,490351119052,Salt Lake County,111905,640,1120,0.4934,green,POINT (-111.87420835078018 40.68072560059029),-111.87420835078018,40.68072560059029,1,1
400,199553,490351119061,Salt Lake County,111906,1285,2080,0.7924,red,POINT (-111.88192043794237 40.684592416274576),-111.88192043794237,40.684592416274576,1,3
401,199554,490351119062,Salt Lake County,111906,710,1070,0.6971,orange,POINT (-111.88188870999906 40.679586314472104),-111.88188870999906,40.679586314472104,1,2
402,199555,490351120011,Salt Lake County,112001,335,530,0.3985,green,POINT (-111.88088321603986 40.66943633295411),-111.88088321603986,40.66943633295411,1,1
403,199556,490351120012,Salt Lake County,112001,455,775,0.6225,orange,POINT (-111.86809705912074 40.66323825278437),-111.86809705912074,40.66323825278437,1,2
404,199557,490351120013,Salt Lake County,112001,410,580,0.6667,orange,POINT (-111.8848859828345 40.67664904072406),-111.8848859828345,40.67664904072406,1,2
405,199558,490351120021,Salt Lake County,112002,190,395,0.3062,green,POINT (-111.8740289165798 40.660247455272284),-111.8740289165798,40.660247455272284,1,1
406,199559,490351120022,Salt Lake County,112002,430,450,0.6207,orange,POINT (-111.8703216728104 40.64694848113918),-111.8703216728104,40.64694848113918,1,2
407,199560,490351120023,Salt Lake County,112002,695,1020,0.5682,orange,POINT (-111.87161164033435 40.65224426184934),-111.87161164033435,40.65224426184934,1,2
408,199561,490351120024,Salt Lake County,112002,315,330,0.6804,orange,POINT (-111.88498379730086 40.66379597954575),-111.88498379730086,40.66379597954575,1,2
409,199562,490351121001,Salt Lake County,112100,15,155,0.1084,blue,POINT (-111.9184019682395 40.650292852872155),-111.9184019682395,40.650292852872155,1,0
410,199563,490351121002,Salt Lake County,112100,1400,2180,0.7159,orange,POINT (-111.89493918597582 40.668165318517495),-111.89493918597582,40.668165318517495,1,2
411,199564,490351121003,Salt Lake County,112100,640,735,0.735,orange,POINT (-111.90530086710164 40.670443457652524),-111.90530086710164,40.670443457652524,1,2
412,199565,490351121004,Salt Lake County,112100,480,1030,0.7279,orange,POINT (-111.90568041908122 40.657417078543865),-111.90568041908122,40.657417078543865,1,2
413,199566,490351121005,Salt Lake County,112100,110,305,0.25,blue,POINT (-111.91550855002497 40.65749693893405),-111.91550855002497,40.65749693893405,1,0
414,199567,490351122011,Salt Lake County,112201,490,1225,0.5606,orange,POINT (-111.90639618993647 40.64543737729839),-111.90639618993647,40.64543737729839,1,2
415,199568,490351122012,Salt Lake County,112201,75,390,0.1818,blue,POINT (-111.91584590271658 40.642650798081355),-111.91584590271658,40.642650798081355,1,0
416,199569,490351122013,Salt Lake County,112201,345,490,0.4356,green,POINT (-111.91442193673693 40.63216045507698),-111.91442193673693,40.63216045507698,1,1
417,199570,490351122021,Salt Lake County,112202,350,865,0.5149,orange,POINT (-111.89523176494248 40.64919679812431),-111.89523176494248,40.64919679812431,1,2
418,199571,490351122022,Salt Lake County,112202,365,830,0.6721,orange,POINT (-111.89601132946656 40.63831698752844),-111.89601132946656,40.63831698752844,1,2
419,199572,490351122023,Salt Lake County,112202,225,455,0.52,orange,POINT (-111.89753196101543 40.63123280561143),-111.89753196101543,40.63123280561143,1,2
420,199573,490351123011,Salt Lake County,112301,300,700,0.8434,red,POINT (-111.877667002383 40.653066998869086),-111.877667002383,40.653066998869086,1,3
421,199574,490351123012,Salt Lake County,112301,680,1055,0.6656,orange,POINT (-111.88363726846364 40.65459325017841),-111.88363726846364,40.65459325017841,1,2
422,199575,490351123013,Salt Lake County,112301,190,375,0.2049,blue,POINT (-111.87974480390835 40.645148644275736),-111.87974480390835,40.645148644275736,1,0
423,199576,490351123021,Salt Lake County,112302,50,225,0.2195,blue,POINT (-111.86906186256799 40.63595332332728),-111.86906186256799,40.63595332332728,1,0
424,199577,490351123022,Salt Lake County,112302,20,120,0.189,blue,POINT (-111.88100367848278 40.64021209487304),-111.88100367848278,40.64021209487304,1,0
425,199578,490351123023,Salt Lake County,112302,760,1270,0.5786,orange,POINT (-111.8804996423541 40.63445986033319),-111.8804996423541,40.63445986033319,1,2
426,199579,490351124021,Salt Lake County,112402,350,750,0.5725,orange,POINT (-111.89805871481502 40.60845381377241),-111.89805871481502,40.60845381377241,1,2
427,199580,490351124022,Salt Lake County,112402,400,875,0.5776,orange,POINT (-111.89347438542465 40.600525870077206),-111.89347438542465,40.600525870077206,1,2
428,199581,490351124023,Salt Lake County,112402,875,1270,0.643,orange,POINT (-111.89994497076226 40.600867887796575),-111.89994497076226,40.600867887796575,1,2
429,199582,490351124024,Salt Lake County,112402,630,1240,0.8052,red,POINT (-111.89642969054705 40.59182707918953),-111.89642969054705,40.59182707918953,1,3
430,199583,490351124031,Salt Lake County,112403,1125,1945,0.5329,orange,POINT (-111.91237508141151 40.61965302521475),-111.91237508141151,40.61965302521475,1,2
431,199584,490351124032,Salt Lake County,112403,505,605,0.7378,orange,POINT (-111.91151268742867 40.59883402037428),-111.91151268742867,40.59883402037428,1,2
432,199585,490351124033,Salt Lake County,112403,675,1110,0.7138,orange,POINT (-111.90737258538539 40.60459043189518),-111.90737258538539,40.60459043189518,1,2
433,199586,490351124041,Salt Lake County,112404,920,1285,0.7364,orange,POINT (-111.89662483108326 40.624319604157684),-111.89662483108326,40.624319604157684,1,2
434,199587,490351124042,Salt Lake County,112404,1090,1680,0.6165,orange,POINT (-111.89788489585973 40.615630689608125),-111.89788489585973,40.615630689608125,1,2
435,199588,490351125011,Salt Lake County,112501,125,300,0.4054,green,POINT (-111.87436975812128 40.62408253870061),-111.87436975812128,40.62408253870061,1,1
436,199589,490351125012,Salt Lake County,112501,365,645,0.4108,green,POINT (-111.8784321661204 40.62631387820065),-111.8784321661204,40.62631387820065,1,1
437,199590,490351125013,Salt Lake County,112501,430,855,0.5229,orange,POINT (-111.88598771809028 40.625935810867176),-111.88598771809028,40.625935810867176,1,2
438,199591,490351125021,Salt Lake County,112502,340,855,0.6602,orange,POINT (-111.86302767003939 40.62631087245042),-111.86302767003939,40.62631087245042,1,2
439,199592,490351125022,Salt Lake County,112502,145,410,0.3596,green,POINT (-111.86912355804742 40.625828336055854),-111.86912355804742,40.625828336055854,1,1
440,199593,490351125023,Salt Lake County,112502,480,1050,0.4698,green,POINT (-111.86189880029723 40.61942923438362),-111.86189880029723,40.61942923438362,1,1
441,199594,490351125024,Salt Lake County,112502,130,635,0.9621,red,POINT (-111.86937683013619 40.61795502544877),-111.86937683013619,40.61795502544877,1,3
442,199595,490351125025,Salt Lake County,112502,205,250,0.2033,blue,POINT (-111.86316599356847 40.61221864628883),-111.86316599356847,40.61221864628883,1,0
443,199596,490351125031,Salt Lake County,112503,180,605,0.4549,green,POINT (-111.87713277934311 40.617811783360004),-111.87713277934311,40.617811783360004,1,1
444,199597,490351125032,Salt Lake County,112503,145,540,0.6467,orange,POINT (-111.88637909114594 40.61797499095439),-111.88637909114594,40.61797499095439,1,2
445,199598,490351125033,Salt Lake County,112503,650,1220,0.5701,orange,POINT (-111.87807497811534 40.612100997205324),-111.87807497811534,40.612100997205324,1,2
446,199599,490351125034,Salt Lake County,112503,95,170,0.3301,green,POINT (-111.88717862912772 40.61258175038992),-111.88717862912772,40.61258175038992,1,1
447,199600,490351126041,Salt Lake County,112604,390,780,0.5183,orange,POINT (-111.85600328888545 40.57238820805349),-111.85600328888545,40.57238820805349,1,2
448,199601,490351126042,Salt Lake County,112604,205,550,0.3901,green,POINT (-111.86159220835805 40.574653478504665),-111.86159220835805,40.574653478504665,1,1
449,199602,490351126043,Salt Lake County,112604,95,545,0.5423,orange,POINT (-111.86832971983905 40.57626473513868),-111.86832971983905,40.57626473513868,1,2
450,199603,490351126044,Salt Lake County,112604,70,560,0.5744,orange,POINT (-111.86279157454992 40.56728850709562),-111.86279157454992,40.56728850709562,1,2
451,199604,490351126051,Salt Lake County,112605,345,490,0.2506,green,POINT (-111.87707834377674 40.57694139987294),-111.87707834377674,40.57694139987294,1,1
452,199605,490351126052,Salt Lake County,112605,70,160,0.1808,blue,POINT (-111.87864054678975 40.5711847381245),-111.87864054678975,40.5711847381245,1,0
453,199606,490351126053,Salt Lake County,112605,45,240,0.3179,green,POINT (-111.88688245102205 40.573870961436086),-111.88688245102205,40.573870961436086,1,1
454,199607,490351126054,Salt Lake County,112605,215,600,0.8054,red,POINT (-111.89726732481515 40.57880090382101),-111.89726732481515,40.57880090382101,1,3
455,199608,490351126055,Salt Lake County,112605,450,1040,0.3817,green,POINT (-111.9109655545769 40.58039618072068),-111.9109655545769,40.58039618072068,1,1
456,199609,490351126081,Salt Lake County,112608,90,290,0.2698,green,POINT (-111.8406526573735 40.59092741283076),-111.8406526573735,40.59092741283076,1,1
457,199610,490351126082,Salt Lake County,112608,145,415,0.2704,green,POINT (-111.83930584429838 40.58408951479608),-111.83930584429838,40.58408951479608,1,1
458,199611,490351126083,Salt Lake County,112608,195,475,0.3299,green,POINT (-111.84839285086395 40.591527972031834),-111.84839285086395,40.591527972031834,1,1
459,199612,490351126084,Salt Lake County,112608,460,460,0.371,green,POINT (-111.84905691499218 40.584644657369324),-111.84905691499218,40.584644657369324,1,1
460,199613,490351126091,Salt Lake County,112609,225,310,0.1387,blue,POINT (-111.80897050654308 40.58198993163487),-111.80897050654308,40.58198993163487,1,0
461,199614,490351126092,Salt Lake County,112609,230,515,0.3433,green,POINT (-111.82072353200901 40.582935035236225),-111.82072353200901,40.582935035236225,1,1
462,199615,490351126093,Salt Lake County,112609,35,400,0.2374,blue,POINT (-111.82941114760303 40.584963195414836),-111.82941114760303,40.584963195414836,1,0
463,199616,490351126101,Salt Lake County,112610,680,970,0.5861,orange,POINT (-111.88151735230176 40.60770111279579),-111.88151735230176,40.60770111279579,1,2
464,199617,490351126102,Salt Lake County,112610,225,430,0.3162,green,POINT (-111.87591116457799 40.60194460742399),-111.87591116457799,40.60194460742399,1,1
465,199618,490351126103,Salt Lake County,112610,275,615,0.4241,green,POINT (-111.88530257292634 40.60142782642847),-111.88530257292634,40.60142782642847,1,1
466,199619,490351126111,Salt Lake County,112611,125,260,0.2291,blue,POINT (-111.86733688664393 40.598463288713276),-111.86733688664393,40.598463288713276,1,0
467,199620,490351126112,Salt Lake County,112611,60,595,0.3043,green,POINT (-111.86746651370007 40.60568554743257),-111.86746651370007,40.60568554743257,1,1
468,199621,490351126113,Salt Lake County,112611,40,195,0.1579,blue,POINT (-111.8578813691124 40.598478511269825),-111.8578813691124,40.598478511269825,1,0
469,199622,490351126114,Salt Lake County,112611,675,1255,0.5307,orange,POINT (-111.85782565482921 40.605816926087556),-111.85782565482921,40.605816926087556,1,2
470,199623,490351126121,Salt Lake County,112612,900,1255,0.4622,green,POINT (-111.8593297718987 40.587371503362185),-111.8593297718987,40.587371503362185,1,1
471,199624,490351126122,Salt Lake County,112612,370,720,0.4848,green,POINT (-111.86857613079542 40.58854336319267),-111.86857613079542,40.58854336319267,1,1
472,199625,490351126131,Salt Lake County,112613,305,440,0.3346,green,POINT (-111.83993852890052 40.57546622501619),-111.83993852890052,40.57546622501619,1,1
473,199626,490351126132,Salt Lake County,112613,280,390,0.2308,blue,POINT (-111.8484565413129 40.57478414165463),-111.8484565413129,40.57478414165463,1,0
474,199627,490351126133,Salt Lake County,112613,80,305,0.1748,blue,POINT (-111.84553056650276 40.564787114785574),-111.84553056650276,40.564787114785574,1,0
475,199628,490351126141,Salt Lake County,112614,120,290,0.2302,blue,POINT (-111.82465172063645 40.598476032932574),-111.82465172063645,40.598476032932574,1,0
476,199629,490351126142,Salt Lake County,112614,50,210,0.1027,blue,POINT (-111.8167576316691 40.59915631288791),-111.8167576316691,40.59915631288791,1,0
477,199630,490351126151,Salt Lake County,112615,90,265,0.2038,blue,POINT (-111.82304991230805 40.59244475859439),-111.82304991230805,40.59244475859439,1,0
478,199631,490351126152,Salt Lake County,112615,20,75,0.0785,blue,POINT (-111.82262542306903 40.5891112989976),-111.82262542306903,40.5891112989976,1,0
479,199632,490351126161,Salt Lake County,112616,380,790,0.25,blue,POINT (-111.83077211157766 40.57440891983964),-111.83077211157766,40.57440891983964,1,0
480,199633,490351126162,Salt Lake County,112616,400,470,0.3123,green,POINT (-111.81567072462136 40.57375723326454),-111.81567072462136,40.57375723326454,1,1
481,199634,490351126171,Salt Lake County,112617,130,190,0.1275,blue,POINT (-111.83440524686691 40.56544435004028),-111.83440524686691,40.56544435004028,1,0
482,199635,490351126172,Salt Lake County,112617,275,295,0.2341,blue,POINT (-111.81962489596741 40.56411751572001),-111.81962489596741,40.56411751572001,1,0
483,199636,490351126173,Salt Lake County,112617,55,160,0.172,blue,POINT (-111.82728720902274 40.56623751108881),-111.82728720902274,40.56623751108881,1,0
484,199637,490351126181,Salt Lake County,112618,30,155,0.1235,blue,POINT (-111.84570160020311 40.61136229907572),-111.84570160020311,40.61136229907572,1,0
485,199638,490351126182,Salt Lake County,112618,155,505,0.2603,green,POINT (-111.84684130287543 40.60482495995328),-111.84684130287543,40.60482495995328,1,1
486,199639,490351126191,Salt Lake County,112619,30,105,0.0827,blue,POINT (-111.83591587724874 40.600172575329076),-111.83591587724874,40.600172575329076,1,0
487,199640,490351126192,Salt Lake County,112619,380,540,0.2734,green,POINT (-111.84406025529245 40.597004141755484),-111.84406025529245,40.597004141755484,1,1
488,199641,490351127001,Salt Lake County,112700,170,325,0.2876,green,POINT (-111.876935646032 40.5962283389405),-111.876935646032,40.5962283389405,1,1
489,199642,490351127002,Salt Lake County,112700,240,560,0.459,green,POINT (-111.8771244809644 40.590963741295994),-111.8771244809644,40.590963741295994,1,1
490,199643,490351127003,Salt Lake County,112700,650,1035,0.7695,red,POINT (-111.88642001597455 40.59225529884801),-111.88642001597455,40.59225529884801,1,3
491,199644,490351127004,Salt Lake County,112700,445,895,0.4442,green,POINT (-111.8815399918046 40.584399643329384),-111.8815399918046,40.584399643329384,1,1
492,199645,490351128041,Salt Lake County,112804,425,665,0.4277,green,POINT (-111.86746609379945 40.55514321291447),-111.86746609379945,40.55514321291447,1,1
493,199646,490351128042,Salt Lake County,112804,115,165,0.1642,blue,POINT (-111.85801377924768 40.555141765695325),-111.85801377924768,40.555141765695325,1,0
494,199647,490351128043,Salt Lake County,112804,95,580,0.4042,green,POINT (-111.86747098693094 40.54789954987329),-111.86747098693094,40.54789954987329,1,1
495,199648,490351128044,Salt Lake County,112804,430,630,0.3865,green,POINT (-111.85807973824853 40.54790506926408),-111.85807973824853,40.54790506926408,1,1
496,199649,490351128051,Salt Lake County,112805,125,225,0.1184,blue,POINT (-111.85833446225745 40.53948810900797),-111.85833446225745,40.53948810900797,1,0
497,199650,490351128052,Salt Lake County,112805,125,505,0.2672,green,POINT (-111.86656802472264 40.53717934109036),-111.86656802472264,40.53717934109036,1,1
498,199651,490351128053,Salt Lake County,112805,25,130,0.0858,blue,POINT (-111.8575151691032 40.53024347402053),-111.8575151691032,40.53024347402053,1,0
499,199652,490351128101,Salt Lake County,112810,30,555,0.2252,blue,POINT (-111.96888936084136 40.49357579522652),-111.96888936084136,40.49357579522652,1,0
500,199653,490351128102,Salt Lake County,112810,750,1510,0.3587,green,POINT (-111.92806072688825 40.473108941664286),-111.92806072688825,40.473108941664286,1,1
501,199654,490351128103,Salt Lake County,112810,265,385,0.2016,blue,POINT (-111.95591978402817 40.47923060542212),-111.95591978402817,40.47923060542212,1,0
502,199655,490351128121,Salt Lake County,112812,190,265,0.2611,green,POINT (-111.8606349692583 40.56285586722134),-111.8606349692583,40.56285586722134,1,1
503,199656,490351128122,Salt Lake County,112812,505,785,0.4659,green,POINT (-111.8677082087785 40.562691766019),-111.8677082087785,40.562691766019,1,1
504,199657,490351128123,Salt Lake County,112812,530,695,0.4264,green,POINT (-111.87634093411859 40.56202883198356),-111.87634093411859,40.56202883198356,1,1
505,199658,490351128124,Salt Lake County,112812,125,230,0.23,blue,POINT (-111.88258651628367 40.564186334106545),-111.88258651628367,40.564186334106545,1,0
506,199659,490351128131,Salt Lake County,112813,305,700,0.4545,green,POINT (-111.84865582484197 40.55291827857161),-111.84865582484197,40.55291827857161,1,1
507,199660,490351128132,Salt Lake County,112813,50,125,0.1078,blue,POINT (-111.8398086320116 40.553076762743345),-111.8398086320116,40.553076762743345,1,0
508,199661,490351128133,Salt Lake County,112813,110,575,0.3194,green,POINT (-111.84905209837787 40.54283595468422),-111.84905209837787,40.54283595468422,1,1
509,199662,490351128134,Salt Lake County,112813,65,95,0.1061,blue,POINT (-111.83626700539301 40.54286595053059),-111.83626700539301,40.54286595053059,1,0
510,199663,490351128141,Salt Lake County,112814,275,480,0.211,blue,POINT (-111.82259459955615 40.54537545737988),-111.82259459955615,40.54537545737988,1,0
511,199664,490351128142,Salt Lake County,112814,370,700,0.2869,green,POINT (-111.81506209815528 40.55560536259874),-111.81506209815528,40.55560536259874,1,1
512,199665,490351128151,Salt Lake County,112815,45,425,0.1697,blue,POINT (-111.84539762021232 40.53381226048607),-111.84539762021232,40.53381226048607,1,0
513,199666,490351128152,Salt Lake County,112815,120,210,0.0685,blue,POINT (-111.79490992376071 40.5293308740194),-111.79490992376071,40.5293308740194,1,0
514,199667,490351128161,Salt Lake County,112816,145,405,0.2109,blue,POINT (-111.86109110226904 40.51721089185913),-111.86109110226904,40.51721089185913,1,0
515,199668,490351128162,Salt Lake County,112816,10,70,0.0683,blue,POINT (-111.86301315458415 40.50378260501587),-111.86301315458415,40.50378260501587,1,0
516,199669,490351128163,Salt Lake County,112816,305,740,0.3169,green,POINT (-111.8818966521483 40.49471968799266),-111.8818966521483,40.49471968799266,1,1
517,199670,490351128171,Salt Lake County,112817,575,985,0.2627,green,POINT (-111.905680882559 40.51480826917509),-111.905680882559,40.51480826917509,1,1
518,199671,490351128172,Salt Lake County,112817,825,1155,0.3863,green,POINT (-111.9018270441887 40.55749954999242),-111.9018270441887,40.55749954999242,1,1
519,199672,490351128173,Salt Lake County,112817,0,0,0.0,blue,POINT (-111.9113549973082 40.5350358813585),-111.9113549973082,40.5350358813585,1,0
520,199673,490351128181,Salt Lake County,112818,0,0,0.0,blue,POINT (-111.90140283930548 40.49528209322993),-111.90140283930548,40.49528209322993,1,0
521,199674,490351128191,Salt Lake County,112819,965,1345,0.4491,green,POINT (-111.88635268257434 40.51362866348673),-111.88635268257434,40.51362866348673,1,1
522,199675,490351128192,Salt Lake County,112819,640,740,0.1524,blue,POINT (-111.87532404260573 40.51441890509033),-111.87532404260573,40.51441890509033,1,0
523,199676,490351128201,Salt Lake County,112820,490,1340,0.3109,green,POINT (-111.88632489995217 40.475474468100856),-111.88632489995217,40.475474468100856,1,1
524,199677,490351128202,Salt Lake County,112820,340,1375,0.3345,green,POINT (-111.85793731050433 40.49280563973082),-111.85793731050433,40.49280563973082,1,1
525,199678,490351128211,Salt Lake County,112821,335,450,0.1417,blue,POINT (-111.8445993597723 40.517082729793465),-111.8445993597723,40.517082729793465,1,0
526,199679,490351128212,Salt Lake County,112821,165,515,0.131,blue,POINT (-111.84019539816742 40.49072823371805),-111.84019539816742,40.49072823371805,1,0
527,199680,490351128221,Salt Lake County,112822,430,905,0.3297,green,POINT (-111.88529692754962 40.55133735698501),-111.88529692754962,40.55133735698501,1,1
528,199681,490351128222,Salt Lake County,112822,450,675,0.3261,green,POINT (-111.8759974499033 40.55189159628897),-111.8759974499033,40.55189159628897,1,1
529,199682,490351128231,Salt Lake County,112823,125,480,0.2623,green,POINT (-111.87657049331789 40.54060781913643),-111.87657049331789,40.54060781913643,1,1
530,199683,490351128232,Salt Lake County,112823,635,845,0.5152,orange,POINT (-111.88648684414392 40.54068018956573),-111.88648684414392,40.54068018956573,1,2
531,199684,490351128233,Salt Lake County,112823,190,435,0.2797,green,POINT (-111.87978742117241 40.53170879163317),-111.87978742117241,40.53170879163317,1,1
532,199685,490351129041,Salt Lake County,112904,95,265,0.3136,green,POINT (-111.96951690575366 40.63474285591462),-111.96951690575366,40.63474285591462,1,1
533,199686,490351129042,Salt Lake County,112904,535,970,0.3055,green,POINT (-111.9733610535491 40.630482415641474),-111.9733610535491,40.630482415641474,1,1
534,199687,490351129043,Salt Lake County,112904,205,495,0.45,green,POINT (-111.98001617663633 40.62795310726626),-111.98001617663633,40.62795310726626,1,1
535,199688,490351129044,Salt Lake County,112904,495,1050,0.7119,orange,POINT (-111.98116466901958 40.63435695679013),-111.98116466901958,40.63435695679013,1,2
536,199689,490351129051,Salt Lake County,112905,355,535,0.3084,green,POINT (-111.95308501468575 40.63510581628525),-111.95308501468575,40.63510581628525,1,1
537,199690,490351129052,Salt Lake County,112905,120,225,0.283,green,POINT (-111.95305752939558 40.62784256872039),-111.95305752939558,40.62784256872039,1,1
538,199691,490351129053,Salt Lake County,112905,200,510,0.1969,blue,POINT (-111.96259683334127 40.63131077239883),-111.96259683334127,40.63131077239883,1,0
539,199692,490351129071,Salt Lake County,112907,555,885,0.5364,orange,POINT (-111.94604490764897 40.617097078319645),-111.94604490764897,40.617097078319645,1,2
540,199693,490351129072,Salt Lake County,112907,285,545,0.355,green,POINT (-111.94354409235585 40.63131437073814),-111.94354409235585,40.63131437073814,1,1
541,199694,490351129073,Salt Lake County,112907,905,1190,0.7461,orange,POINT (-111.94142355129776 40.616535948643495),-111.94142355129776,40.616535948643495,1,2
542,199695,490351129121,Salt Lake County,112912,420,665,0.4667,green,POINT (-111.97727835043626 40.616303454509456),-111.97727835043626,40.616303454509456,1,1
543,199696,490351129122,Salt Lake County,112912,95,315,0.2432,blue,POINT (-111.97006873987422 40.61660122881359),-111.97006873987422,40.61660122881359,1,0
544,199697,490351129131,Salt Lake County,112913,55,190,0.1203,blue,POINT (-111.95298712886976 40.61972768925315),-111.95298712886976,40.61972768925315,1,0
545,199698,490351129132,Salt Lake County,112913,230,505,0.2311,blue,POINT (-111.96260296194004 40.61676887178795),-111.96260296194004,40.61676887178795,1,0
546,199699,490351129133,Salt Lake County,112913,135,730,0.6432,orange,POINT (-111.95312928917433 40.61246813422245),-111.95312928917433,40.61246813422245,1,2
547,199700,490351129141,Salt Lake County,112914,30,330,0.2773,green,POINT (-111.93446039278332 40.63395648017153),-111.93446039278332,40.63395648017153,1,1
548,199701,490351129142,Salt Lake County,112914,940,1440,0.5737,orange,POINT (-111.93347561232922 40.627240841867284),-111.93347561232922,40.627240841867284,1,2
549,199702,490351129143,Salt Lake County,112914,95,505,0.3885,green,POINT (-111.93389998005493 40.613501595405225),-111.93389998005493,40.613501595405225,1,1
550,199703,490351129144,Salt Lake County,112914,415,695,0.4826,green,POINT (-111.93406641681399 40.6207776306345),-111.93406641681399,40.6207776306345,1,1
551,199704,490351129161,Salt Lake County,112916,535,920,0.4532,green,POINT (-111.97430151598697 40.602002285681415),-111.97430151598697,40.602002285681415,1,1
552,199705,490351129162,Salt Lake County,112916,940,1195,0.6459,orange,POINT (-111.97024323372646 40.60092608034812),-111.97024323372646,40.60092608034812,1,2
553,199706,490351129163,Salt Lake County,112916,325,520,0.3838,green,POINT (-111.97831348163811 40.6045737755023),-111.97831348163811,40.6045737755023,1,1
554,199707,490351129171,Salt Lake County,112917,240,615,0.3773,green,POINT (-111.94932748873683 40.60534582484785),-111.94932748873683,40.60534582484785,1,1
555,199708,490351129172,Salt Lake County,112917,255,870,0.3742,green,POINT (-111.96276580457413 40.60342979003874),-111.96276580457413,40.60342979003874,1,1
556,199709,490351129181,Salt Lake County,112918,710,1815,0.6324,orange,POINT (-111.93401403210542 40.586279562004826),-111.93401403210542,40.586279562004826,1,2
557,199710,490351129182,Salt Lake County,112918,800,1255,0.4388,green,POINT (-111.93393459541977 40.60079433614042),-111.93393459541977,40.60079433614042,1,1
558,199711,490351129201,Salt Lake County,112920,735,930,0.6526,orange,POINT (-111.94346169201039 40.584106050891975),-111.94346169201039,40.584106050891975,1,2
559,199712,490351129202,Salt Lake County,112920,175,690,0.2359,blue,POINT (-111.94605114884156 40.5958443312615),-111.94605114884156,40.5958443312615,1,0
560,199713,490351129211,Salt Lake County,112921,135,310,0.248,blue,POINT (-111.96446360278156 40.58423165198585),-111.96446360278156,40.58423165198585,1,0
561,199714,490351129212,Salt Lake County,112921,165,205,0.2515,green,POINT (-111.95301410745056 40.58746767376248),-111.95301410745056,40.58746767376248,1,1
562,199715,490351129213,Salt Lake County,112921,455,825,0.4188,green,POINT (-111.9650112580127 40.59238702830637),-111.9650112580127,40.59238702830637,1,1
