,datetime_pulled,sensor_index,latitude,longitude,pm10.0,scattering_coefficient,deciviews,visual_range,humidity,temperature,pressure,altitude,voc
98,2024-03-05 08:28:40.202408,30991,40.67845,-111.89399,1.2,4.7,4.5,249.5,63.0,35.0,871.43,4275.0,
99,2024-03-05 08:28:40.202408,31013,40.697025,-111.8967,1.2,8.4,6.4,218.8,45.0,36.0,870.34,4255.0,
100,2024-03-05 08:28:40.202408,32671,41.140507,-112.08092,0.0,,,,55.0,33.0,868.31,4294.0,
101,2024-03-05 08:28:40.202408,33071,40.861103,-111.884254,0.0,1.3,1.4,339.2,44.0,33.0,860.35,4551.0,
102,2024-03-05 08:28:40.202408,33077,41.137455,-112.029526,7.7,12.8,9.3,154.3,62.0,34.0,860.53,4523.0,
103,2024-03-05 08:28:40.202408,33097,41.106304,-112.06237,7.6,11.8,8.8,161.7,56.0,34.0,866.54,4324.0,
104,2024-03-05 08:28:40.202408,33163,41.06404,-112.02499,5.5,8.2,6.8,197.3,54.0,34.0,868.02,4291.0,
105,2024-03-05 08:28:40.202408,33191,41.09527,-111.9252,0.1,1.2,1.3,341.7,58.0,29.0,853.17,4785.0,
106,2024-03-05 08:28:40.202408,34863,40.609367,-111.886955,4.5,9.4,7.6,183.1,,,,4407.0,
107,2024-03-05 08:28:40.202408,34961,41.084663,-111.99764,0.0,,,,,,,4449.0,
108,2024-03-05 08:28:40.202408,35003,41.06097,-112.03561,8.2,13.5,9.5,152.8,74.0,38.0,,4262.0,
109,2024-03-05 08:28:40.202408,36145,40.899494,-111.851906,2.1,13.0,8.2,194.9,39.0,34.0,842.63,5078.0,
110,2024-03-05 08:28:40.202408,36161,40.703495,-111.951004,7.5,16.4,10.9,131.2,48.0,37.0,870.12,4246.0,
111,2024-03-05 08:28:40.202408,36345,41.315216,-111.94549,0.2,1.8,1.9,322.2,38.0,34.0,854.51,4725.0,
112,2024-03-05 08:28:40.202408,37465,40.611156,-111.91203,3.6,5.5,5.1,235.5,53.0,35.0,866.2,4347.0,
113,2024-03-05 08:28:40.202408,37467,41.07105,-111.987564,6.2,11.6,8.7,164.3,46.0,36.0,865.47,4370.0,
114,2024-03-05 08:28:40.202408,37481,41.074577,-111.93478,1.9,4.2,4.1,260.0,83.0,35.0,858.77,4600.0,
115,2024-03-05 08:28:40.202408,37499,41.057144,-111.949234,1.7,5.2,4.8,241.1,100.0,33.0,865.24,4370.0,
116,2024-03-05 08:28:40.202408,37727,40.72031,-111.8203,2.7,7.2,6.2,210.7,37.0,41.0,856.39,4659.0,
117,2024-03-05 08:28:40.202408,40713,40.84942,-111.87097,0.3,1.4,1.5,336.5,44.0,34.0,839.59,5178.0,
118,2024-03-05 08:28:40.202408,41419,40.9478,-111.88453,1.1,5.5,5.1,235.1,38.0,40.0,869.85,4276.0,
119,2024-03-05 08:28:40.202408,42097,40.739105,-111.80637,3.1,8.0,6.8,198.5,35.0,51.0,851.17,5178.0,
120,2024-03-05 08:28:40.202408,42529,40.751663,-111.86353,1.2,14.2,9.9,144.5,58.0,41.0,867.24,4333.0,99.8
121,2024-03-05 08:28:40.202408,43021,40.792244,-111.88275,9.0,37.4,16.2,83.3,45.0,38.0,848.4,4953.0,
122,2024-03-05 08:28:40.202408,43883,40.620068,-111.840866,1.3,16.6,9.4,177.2,52.0,36.0,860.91,4537.0,
123,2024-03-05 08:28:40.202408,44103,40.89667,-111.85694,0.3,2.8,2.9,293.2,51.0,34.0,853.41,4757.0,
124,2024-03-05 08:28:40.202408,44157,40.574078,-111.9588,14.1,82.8,22.1,51.5,52.0,36.0,861.8,4533.0,
125,2024-03-05 08:28:40.202408,44237,40.785297,-111.863075,3.4,7.8,6.5,203.5,45.0,34.0,843.88,5041.0,
126,2024-03-05 08:28:40.202408,45627,41.14309,-111.93928,0.4,2.7,2.8,293.8,42.0,36.0,861.92,4491.0,
127,2024-03-05 08:28:40.202408,46295,40.723938,-111.83979,1.8,6.4,5.7,221.2,60.0,33.0,862.5,4492.0,
128,2024-03-05 08:28:40.202408,46773,40.67895,-112.03383,3.8,12.5,9.2,155.7,52.0,34.0,860.6,4518.0,
129,2024-03-05 08:28:40.202408,46777,40.68262,-111.994484,4.6,10.2,8.0,175.3,51.0,36.0,866.52,4354.0,
130,2024-03-05 08:28:40.202408,46799,41.087585,-111.97808,2.3,6.4,5.7,221.3,43.0,36.0,860.99,4497.0,
131,2024-03-05 08:28:40.202408,46873,40.689594,-111.9117,0.0,,,,50.0,36.0,870.39,4258.0,
132,2024-03-05 08:28:40.202408,46875,41.097664,-111.97415,5.1,9.0,7.3,187.2,,,,4627.0,
133,2024-03-05 08:28:40.202408,46881,40.675575,-112.01961,8.1,17.5,10.5,147.5,,,,4489.0,
134,2024-03-05 08:28:40.202408,47171,40.689796,-112.08269,0.0,0.7,0.8,359.0,,,,4473.0,
135,2024-03-05 08:28:40.202408,49061,40.74831,-111.84021,1.3,9.1,7.2,193.2,41.0,37.0,856.81,4652.0,
136,2024-03-05 08:28:40.202408,49155,40.735126,-111.882286,0.2,2.2,2.4,308.3,39.0,40.0,870.43,4265.0,
137,2024-03-05 08:28:40.202408,53407,40.74132,-111.86364,1.7,9.5,6.8,214.3,,,,4327.0,
138,2024-03-05 08:28:40.202408,62211,40.773514,-111.862175,2.7,5.8,5.3,230.4,45.0,35.0,860.31,4556.0,
139,2024-03-05 08:28:40.202408,73051,40.84746,-111.90103,7.2,15.7,10.6,135.8,27.0,55.0,863.24,4426.0,
140,2024-03-05 08:28:40.202408,81037,40.76407,-111.86394,0.0,,,,43.0,38.0,864.2,4416.0,
141,2024-03-05 08:28:40.202408,82649,41.10572,-112.009476,5.5,13.4,9.6,149.8,47.0,36.0,861.72,4531.0,
