,sensor_id,unix_timestamp,pm2.5_atm,pm10.0_atm,date
0,77,1532563200.0,21.599,22.947,2018-07-26
1,77,1529366400.0,2.852,3.03,2018-06-19
2,77,1525996800.0,4.116,4.481,2018-05-11
3,77,1544832000.0,23.951,28.293,2018-12-15
4,77,1537401600.0,4.754,5.063,2018-09-20
5,77,1531094400.0,6.497,6.836,2018-07-09
6,77,1525564800.0,2.891,3.165,2018-05-06
7,77,1521676800.0,1.942,2.123,2018-03-22
8,77,1533340800.0,40.91,49.651,2018-08-04
9,77,1523577600.0,1.451,1.523,2018-04-13
10,77,1542412800.0,20.984,24.302,2018-11-17
11,77,1521936000.0,5.904,6.426,2018-03-25
12,77,1533859200.0,27.259,31.65,2018-08-10
13,77,1523059200.0,4.775,5.21,2018-04-07
14,77,1534982400.0,20.249,23.933,2018-08-23
15,77,1526428800.0,2.409,2.607,2018-05-16
16,77,1527638400.0,3.972,4.209,2018-05-30
17,77,1542672000.0,18.517,20.908,2018-11-20
18,77,1531440000.0,5.882,6.232,2018-07-13
19,77,1524009600.0,1.499,1.608,2018-04-18
20,77,1542585600.0,19.447,21.524,2018-11-19
21,77,1534896000.0,6.491,7.048,2018-08-22
22,77,1532217600.0,4.929,5.339,2018-07-22
23,77,1537488000.0,7.554,8.034,2018-09-21
24,77,1533600000.0,33.682,40.967,2018-08-07
25,77,1517184000.0,3.354,3.621,2018-01-29
26,77,1532044800.0,7.334,7.954,2018-07-20
27,77,1535414400.0,11.418,12.627,2018-08-28
28,77,1536969600.0,8.655,9.704,2018-09-15
29,77,1526342400.0,3.261,3.461,2018-05-15
30,77,1525046400.0,2.373,2.541,2018-04-30
31,77,1535673600.0,9.055,9.761,2018-08-31
32,77,1544140800.0,45.32,56.129,2018-12-07
33,77,1527292800.0,1.801,2.066,2018-05-26
34,77,1524096000.0,1.569,1.711,2018-04-19
35,77,1530748800.0,6.333,6.75,2018-07-05
36,77,1538092800.0,4.189,4.468,2018-09-28
37,77,1522886400.0,3.895,4.326,2018-04-05
38,77,1526083200.0,7.191,7.749,2018-05-12
39,77,1538352000.0,5.235,5.59,2018-10-01
40,77,1527465600.0,5.359,5.734,2018-05-28
41,77,1526601600.0,3.178,3.555,2018-05-18
42,77,1545004800.0,16.815,19.701,2018-12-17
43,77,1539820800.0,3.15,3.257,2018-10-18
44,77,1527724800.0,2.016,2.247,2018-05-31
45,77,1522800000.0,3.845,4.207,2018-04-04
46,77,1540080000.0,5.221,5.488,2018-10-21
47,77,1541289600.0,4.855,5.094,2018-11-04
48,77,1537056000.0,5.916,7.332,2018-09-16
49,77,1521244800.0,1.997,2.128,2018-03-17
50,77,1516492800.0,6.113,6.636,2018-01-21
51,77,1534291200.0,19.127,20.77,2018-08-15
52,77,1524700800.0,4.38,4.748,2018-04-26
53,77,1517097600.0,5.512,5.963,2018-01-28
54,77,1525478400.0,3.191,3.434,2018-05-05
55,77,1517702400.0,3.012,3.626,2018-02-04
56,77,1545350400.0,11.333,12.213,2018-12-21
57,77,1531180800.0,6.636,6.966,2018-07-10
58,77,1534464000.0,13.125,14.103,2018-08-17
59,77,1541030400.0,10.29,11.085,2018-11-01
60,77,1541548800.0,4.96,5.149,2018-11-07
61,77,1519862400.0,6.276,6.841,2018-03-01
62,77,1529020800.0,7.371,7.85,2018-06-15
63,77,1525824000.0,2.676,2.971,2018-05-09
64,77,1540166400.0,5.246,5.491,2018-10-22
65,77,1533427200.0,37.726,46.848,2018-08-05
66,77,1526256000.0,3.524,3.752,2018-05-14
67,77,1537747200.0,5.144,5.557,2018-09-24
68,77,1522972800.0,5.27,5.719,2018-04-06
69,77,1526515200.0,2.614,2.884,2018-05-17
70,77,1541635200.0,5.647,5.857,2018-11-08
71,77,1518134400.0,1.528,1.661,2018-02-09
72,77,1537660800.0,2.432,2.663,2018-09-23
73,77,1515974400.0,14.82,16.428,2018-01-15
74,77,1519257600.0,7.201,7.648,2018-02-22
75,77,1535328000.0,30.415,37.18,2018-08-27
76,77,1541808000.0,13.296,14.344,2018-11-10
77,77,1528588800.0,2.842,3.255,2018-06-10
78,77,1529107200.0,4.125,4.445,2018-06-16
79,77,1523836800.0,4.366,5.611,2018-04-16
80,77,1526860800.0,2.832,3.081,2018-05-21
81,77,1544313600.0,42.544,54.373,2018-12-09
82,77,1516752000.0,7.89,8.55,2018-01-24
83,77,1541462400.0,4.519,4.743,2018-11-06
84,77,1521331200.0,3.748,3.962,2018-03-18
85,77,1535500800.0,8.549,9.162,2018-08-29
86,77,1540512000.0,6.913,7.325,2018-10-26
87,77,1533513600.0,43.816,55.244,2018-08-06
88,77,1533772800.0,20.561,22.667,2018-08-09
89,77,1545264000.0,5.775,6.063,2018-12-20
90,77,1517443200.0,7.975,8.654,2018-02-01
91,77,1515283200.0,39.981,50.794,2018-01-07
92,77,1540857600.0,3.821,4.049,2018-10-30
93,77,1529798400.0,5.824,6.168,2018-06-24
94,77,1515542400.0,3.811,4.101,2018-01-10
95,77,1525132800.0,1.882,2.005,2018-05-01
96,77,1520985600.0,2.142,2.272,2018-03-14
97,77,1546128000.0,22.631,24.679,2018-12-30
98,77,1518393600.0,2.329,2.572,2018-02-12
99,77,1536105600.0,11.173,11.92,2018-09-05
100,77,1531612800.0,5.749,5.994,2018-07-15
101,77,1527379200.0,3.15,3.462,2018-05-27
102,77,1543795200.0,11.451,12.152,2018-12-03
103,77,1522108800.0,2.919,3.091,2018-03-27
104,77,1520640000.0,2.938,3.136,2018-03-10
105,77,1523923200.0,3.364,3.659,2018-04-17
106,77,1520726400.0,2.458,2.618,2018-03-11
107,77,1535068800.0,34.219,42.661,2018-08-24
108,77,1518739200.0,2.747,2.915,2018-02-16
109,77,1545782400.0,11.351,12.183,2018-12-26
110,77,1528934400.0,4.881,5.255,2018-06-14
111,77,1520294400.0,3.361,3.539,2018-03-06
112,77,1537574400.0,8.148,8.713,2018-09-22
113,77,1531267200.0,7.193,7.594,2018-07-11
114,77,1544227200.0,55.859,72.949,2018-12-08
115,77,1537833600.0,4.056,4.351,2018-09-25
116,77,1541116800.0,8.304,8.832,2018-11-02
117,77,1529712000.0,4.791,5.035,2018-06-23
118,77,1524182400.0,2.754,3.07,2018-04-20
119,77,1521072000.0,4.201,4.504,2018-03-15
120,77,1515801600.0,2.181,2.311,2018-01-13
121,77,1514851200.0,13.789,15.527,2018-01-02
122,77,1534204800.0,25.613,29.037,2018-08-14
123,77,1527984000.0,3.247,3.455,2018-06-03
124,77,1545523200.0,6.403,6.667,2018-12-23
125,77,1538611200.0,3.134,3.273,2018-10-04
126,77,1535846400.0,13.301,14.279,2018-09-02
127,77,1545609600.0,21.629,24.122,2018-12-24
128,77,1524268800.0,3.148,3.453,2018-04-21
129,77,1543276800.0,15.028,16.224,2018-11-27
130,77,1532476800.0,7.219,7.657,2018-07-25
131,77,1544918400.0,30.179,36.278,2018-12-16
132,77,1535241600.0,15.64,17.557,2018-08-26
133,77,1540598400.0,4.818,5.084,2018-10-27
134,77,1530057600.0,8.105,8.682,2018-06-27
135,77,1539475200.0,5.8,6.092,2018-10-14
136,77,1522454400.0,2.232,2.451,2018-03-31
137,77,1517270400.0,3.479,3.861,2018-01-30
138,77,1540425600.0,6.992,7.35,2018-10-25
139,77,1533168000.0,21.869,24.256,2018-08-02
140,77,1524441600.0,2.589,2.858,2018-04-23
141,77,1523232000.0,1.534,1.696,2018-04-09
142,77,1538438400.0,4.243,4.508,2018-10-02
143,77,1543708800.0,8.156,8.556,2018-12-02
144,77,1530316800.0,1.771,1.895,2018-06-30
145,77,1529539200.0,4.57,4.808,2018-06-21
146,77,1531958400.0,10.645,11.144,2018-07-19
147,77,1539734400.0,7.164,7.753,2018-10-17
148,77,1532390400.0,11.106,11.803,2018-07-24
149,77,1528243200.0,2.82,3.095,2018-06-06
150,77,1540252800.0,4.013,4.196,2018-10-23
151,77,1531526400.0,4.901,5.181,2018-07-14
152,77,1534723200.0,26.556,32.044,2018-08-20
153,77,1518825600.0,3.173,3.461,2018-02-17
154,77,1540339200.0,4.408,4.575,2018-10-24
155,77,1517961600.0,2.266,2.494,2018-02-07
156,77,1530662400.0,3.937,4.205,2018-07-04
157,77,1525305600.0,4.387,4.646,2018-05-03
158,77,1532908800.0,25.361,28.628,2018-07-30
159,77,1531008000.0,6.328,6.662,2018-07-08
160,77,1523318400.0,2.429,2.702,2018-04-10
161,77,1543881600.0,7.552,7.927,2018-12-04
162,77,1514937600.0,19.942,23.169,2018-01-03
163,77,1520467200.0,15.216,16.571,2018-03-08
164,77,1522713600.0,2.409,2.611,2018-04-03
165,77,1523750400.0,2.174,2.417,2018-04-15
166,77,1530489600.0,2.193,2.357,2018-07-02
167,77,1515369600.0,23.244,27.588,2018-01-08
168,77,1545696000.0,25.259,29.92,2018-12-25
169,77,1528761600.0,2.56,2.839,2018-06-12
170,77,1536192000.0,12.039,12.772,2018-09-06
171,77,1538179200.0,3.284,3.639,2018-09-29
172,77,1545868800.0,9.074,9.524,2018-12-27
173,77,1536883200.0,6.073,6.871,2018-09-14
174,77,1538784000.0,6.566,6.899,2018-10-06
175,77,1519171200.0,6.235,6.653,2018-02-21
176,77,1539561600.0,6.536,6.857,2018-10-15
177,77,1540944000.0,4.496,4.665,2018-10-31
178,77,1518480000.0,9.854,10.821,2018-02-13
179,77,1535587200.0,5.039,5.496,2018-08-30
180,77,1528329600.0,2.575,2.841,2018-06-07
181,77,1531785600.0,5.583,5.983,2018-07-17
182,77,1528502400.0,6.264,6.81,2018-06-09
183,77,1545091200.0,22.259,25.612,2018-12-18
184,77,1515628800.0,2.616,2.783,2018-01-11
