,state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,date_local,time_local,date_gmt,time_gmt,sample_measurement,units_of_measure,units_of_measure_code,sample_duration,sample_duration_code,sample_frequency,detection_limit,uncertainty,qualifier,method_type,method,method_code,state,county,date_of_last_change,cbsa_code
541,49,035,3013,85101,1,40.496392,-112.036298,WGS84,PM10 - LC,2023-04-23,00:00,2023-04-23,07:00,7.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-05-11,41620
542,49,035,3013,85101,1,40.496392,-112.036298,WGS84,PM10 - LC,2023-04-24,00:00,2023-04-24,07:00,7.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-05-11,41620
543,49,035,3013,85101,1,40.496392,-112.036298,WGS84,PM10 - LC,2023-04-25,00:00,2023-04-25,07:00,6.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-05-11,41620
544,49,035,3013,85101,1,40.496392,-112.036298,WGS84,PM10 - LC,2023-04-26,00:00,2023-04-26,07:00,11.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-05-11,41620
545,49,035,3013,85101,1,40.496392,-112.036298,WGS84,PM10 - LC,2023-04-27,00:00,2023-04-27,07:00,21.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-05-11,41620
546,49,035,3013,85101,1,40.496392,-112.036298,WGS84,PM10 - LC,2023-04-28,00:00,2023-04-28,07:00,16.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-05-11,41620
547,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-02-08,00:00,2023-02-08,07:00,24.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-03-14,41620
548,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-02-09,00:00,2023-02-09,07:00,21.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-03-14,41620
549,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-02-10,00:00,2023-02-10,07:00,39.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-03-14,41620
550,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-02-11,00:00,2023-02-11,07:00,46.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-03-14,41620
551,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-02-12,00:00,2023-02-12,07:00,41.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-03-14,41620
552,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-02-13,00:00,2023-02-13,07:00,55.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-03-14,41620
553,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-02-14,00:00,2023-02-14,07:00,9.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-03-14,41620
554,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-02-15,00:00,2023-02-15,07:00,14.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-03-14,41620
555,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-02-16,00:00,2023-02-16,07:00,22.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-03-14,41620
556,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-02-17,00:00,2023-02-17,07:00,32.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-03-14,41620
557,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-02-18,00:00,2023-02-18,07:00,34.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-03-14,41620
558,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-02-19,00:00,2023-02-19,07:00,19.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-03-14,41620
559,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-02-20,00:00,2023-02-20,07:00,23.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-03-14,41620
560,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-02-21,00:00,2023-02-21,07:00,13.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-03-14,41620
561,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-02-22,00:00,2023-02-22,07:00,5.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-03-14,41620
562,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-02-23,00:00,2023-02-23,07:00,6.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-03-14,41620
563,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-02-24,00:00,2023-02-24,07:00,8.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-03-14,41620
564,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-02-25,00:00,2023-02-25,07:00,20.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-03-14,41620
565,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-02-26,00:00,2023-02-26,07:00,12.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-03-14,41620
566,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-02-27,00:00,2023-02-27,07:00,7.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-03-14,41620
567,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-02-28,00:00,2023-02-28,07:00,6.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-03-14,41620
568,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-01,00:00,2023-03-01,07:00,7.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
569,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-02,00:00,2023-03-02,07:00,10.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
570,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-03,00:00,2023-03-03,07:00,15.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
571,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-04,00:00,2023-03-04,07:00,17.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
572,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-05,00:00,2023-03-05,07:00,9.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
573,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-06,00:00,2023-03-06,07:00,8.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
574,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-07,00:00,2023-03-07,07:00,21.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
575,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-08,00:00,2023-03-08,07:00,23.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
576,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-09,00:00,2023-03-09,07:00,18.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
577,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-10,00:00,2023-03-10,07:00,18.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
578,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-11,00:00,2023-03-11,07:00,7.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
579,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-12,00:00,2023-03-12,07:00,10.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
580,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-13,00:00,2023-03-13,07:00,10.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
581,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-14,00:00,2023-03-14,07:00,9.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
582,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-15,00:00,2023-03-15,07:00,6.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
583,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-16,00:00,2023-03-16,07:00,11.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
584,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-17,00:00,2023-03-17,07:00,7.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
585,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-18,00:00,2023-03-18,07:00,7.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
586,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-19,00:00,2023-03-19,07:00,9.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
587,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-20,00:00,2023-03-20,07:00,4.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
588,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-21,00:00,2023-03-21,07:00,6.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
589,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-22,00:00,2023-03-22,07:00,6.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
590,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-23,00:00,2023-03-23,07:00,4.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
591,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-24,00:00,2023-03-24,07:00,6.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
592,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-25,00:00,2023-03-25,07:00,33.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
593,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-26,00:00,2023-03-26,07:00,3.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
594,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-27,00:00,2023-03-27,07:00,5.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
595,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-28,00:00,2023-03-28,07:00,13.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
596,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-29,00:00,2023-03-29,07:00,16.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
597,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-30,00:00,2023-03-30,07:00,4.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
598,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-03-31,00:00,2023-03-31,07:00,6.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-04-13,41620
599,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-04-01,00:00,2023-04-01,07:00,12.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-05-11,41620
600,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-04-02,00:00,2023-04-02,07:00,7.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-05-11,41620
601,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-04-03,00:00,2023-04-03,07:00,3.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-05-11,41620
602,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-04-04,00:00,2023-04-04,07:00,4.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-05-11,41620
603,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-04-05,00:00,2023-04-05,07:00,6.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-05-11,41620
604,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-04-06,00:00,2023-04-06,07:00,9.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-05-11,41620
605,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-04-07,00:00,2023-04-07,07:00,20.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-05-11,41620
606,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-04-08,00:00,2023-04-08,07:00,16.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-05-11,41620
607,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-04-09,00:00,2023-04-09,07:00,13.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-05-11,41620
608,49,035,3006,85101,1,40.736389,-111.872222,WGS84,PM10 - LC,2023-04-10,00:00,2023-04-10,07:00,19.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-05-11,41620
609,49,035,3013,85101,1,40.496392,-112.036298,WGS84,PM10 - LC,2023-04-29,00:00,2023-04-29,07:00,18.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-05-11,41620
610,49,035,3013,85101,1,40.496392,-112.036298,WGS84,PM10 - LC,2023-04-30,00:00,2023-04-30,07:00,17.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-05-11,41620
611,49,035,3013,85101,1,40.496392,-112.036298,WGS84,PM10 - LC,2023-05-01,00:00,2023-05-01,07:00,24.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-06-21,41620
612,49,035,3013,85101,1,40.496392,-112.036298,WGS84,PM10 - LC,2023-05-02,00:00,2023-05-02,07:00,26.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-06-21,41620
613,49,035,3013,85101,1,40.496392,-112.036298,WGS84,PM10 - LC,2023-05-03,00:00,2023-05-03,07:00,29.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-06-21,41620
614,49,035,3013,85101,1,40.496392,-112.036298,WGS84,PM10 - LC,2023-05-04,00:00,2023-05-04,07:00,22.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-06-21,41620
615,49,035,3013,85101,1,40.496392,-112.036298,WGS84,PM10 - LC,2023-05-05,00:00,2023-05-05,07:00,9.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-06-21,41620
616,49,035,3013,85101,1,40.496392,-112.036298,WGS84,PM10 - LC,2023-05-06,00:00,2023-05-06,07:00,5.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-06-21,41620
617,49,035,3013,85101,1,40.496392,-112.036298,WGS84,PM10 - LC,2023-05-07,00:00,2023-05-07,07:00,5.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-06-21,41620
618,49,035,3013,85101,1,40.496392,-112.036298,WGS84,PM10 - LC,2023-05-08,00:00,2023-05-08,07:00,14.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-06-21,41620
619,49,035,3013,85101,1,40.496392,-112.036298,WGS84,PM10 - LC,2023-05-09,00:00,2023-05-09,07:00,20.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-06-21,41620
620,49,035,3013,85101,1,40.496392,-112.036298,WGS84,PM10 - LC,2023-05-10,00:00,2023-05-10,07:00,28.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-06-21,41620
621,49,035,3013,85101,1,40.496392,-112.036298,WGS84,PM10 - LC,2023-05-11,00:00,2023-05-11,07:00,23.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-06-21,41620
622,49,035,3013,85101,1,40.496392,-112.036298,WGS84,PM10 - LC,2023-05-12,00:00,2023-05-12,07:00,23.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-06-21,41620
623,49,035,3013,85101,1,40.496392,-112.036298,WGS84,PM10 - LC,2023-05-13,00:00,2023-05-13,07:00,9.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-06-21,41620
624,49,035,3013,85101,1,40.496392,-112.036298,WGS84,PM10 - LC,2023-05-14,00:00,2023-05-14,07:00,5.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-06-21,41620
625,49,035,3013,85101,1,40.496392,-112.036298,WGS84,PM10 - LC,2023-05-15,00:00,2023-05-15,07:00,13.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-06-21,41620
626,49,035,3013,85101,1,40.496392,-112.036298,WGS84,PM10 - LC,2023-05-16,00:00,2023-05-16,07:00,26.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-06-21,41620
627,49,035,3013,85101,1,40.496392,-112.036298,WGS84,PM10 - LC,2023-05-17,00:00,2023-05-17,07:00,23.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-06-21,41620
628,49,035,3013,85101,1,40.496392,-112.036298,WGS84,PM10 - LC,2023-05-18,00:00,2023-05-18,07:00,14.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-06-21,41620
629,49,035,3013,85101,1,40.496392,-112.036298,WGS84,PM10 - LC,2023-05-19,00:00,2023-05-19,07:00,22.0,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY DAY,4.0,,,FRM,R - P Co Partisol Model 2025 - Gravimetric,127,Utah,Salt Lake,2023-06-21,41620
